Purpose,Period,AccessMode,SegID,Direction,SegID_Dir,Mode,Name,LongName,RouteDir,LinkSeq,Headway,Board,Board_FromSkim_LCL,Board_FromSkim_COR,Board_FromSkim_BRT,Board_FromSkim_EXP,Board_FromSkim_LRT,Board_FromSkim_CRT,Alight,Alight_FromSkim_LCL,Alight_FromSkim_COR,Alight_FromSkim_BRT,Alight_FromSkim_EXP,Alight_FromSkim_LRT,Alight_FromSkim_CRT
All,pk,drive,0266_003.5,EB,0266_003.5_EB,      4.00,S205,S205,      2.00,      4.00,     30.00,      0.08,      0.08,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,2178_000.0,NB,2178_000.0_NB,      4.00,S205,S205,      2.00,      7.00,     30.00,      0.01,      0.01,         0,         0,         0,         0,         0,      0.96,         0,         0,         0,         0,      0.96,         0
All,pk,drive,2178_000.9,NB,2178_000.9_NB,      4.00,S205,S205,      2.00,     11.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,pk,drive,2178_001.8,NB,2178_001.8_NB,      4.00,S205,S205,      2.00,     15.00,     30.00,      0.11,      0.11,         0,         0,         0,         0,         0,      0.02,      0.02,         0,         0,         0,         0,         0
All,pk,drive,2178_002.6,NB,2178_002.6_NB,      4.00,S205,S205,      2.00,     19.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.08,      0.08,         0,         0,         0,         0,         0
All,pk,drive,2178_003.5,NB,2178_003.5_NB,      4.00,S205,S205,      2.00,     21.00,     30.00,      0.08,      0.08,         0,         0,         0,         0,         0,      0.13,      0.13,         0,         0,         0,         0,         0
All,pk,drive,2178_004.1,NB,2178_004.1_NB,      4.00,S205,S205,      2.00,     23.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,pk,drive,2178_004.6,NB,2178_004.6_NB,      4.00,S205,S205,      2.00,     25.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,pk,drive,2178_005.2,NB,2178_005.2_NB,      4.00,S205,S205,      2.00,     26.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.32,      0.32,         0,         0,         0,         0,         0
All,pk,drive,2178_005.4,NB,2178_005.4_NB,      4.00,S205,S205,      2.00,     29.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,pk,drive,2178_005.7,NB,2178_005.7_NB,      4.00,S205,S205,      2.00,     31.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.13,      0.13,         0,         0,         0,         0,         0
All,pk,drive,2178_005.8,NB,2178_005.8_NB,      4.00,S205,S205,      2.00,     33.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.23,      0.23,         0,         0,         0,         0,         0
All,pk,drive,2178_006.0,NB,2178_006.0_NB,      4.00,S205,S205,      2.00,     35.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.11,      0.11,         0,         0,         0,         0,         0
All,pk,drive,2178_006.1,NB,2178_006.1_NB,      4.00,S205,S205,      2.00,     37.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.28,      0.28,         0,         0,         0,         0,         0
All,pk,drive,2322_003.6,WB,2322_003.6_WB,      4.00,S205,S205,      2.00,     41.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.75,      0.75,         0,         0,         0,         0,         0
All,pk,drive,2322_003.5,WB,2322_003.5_WB,      4.00,S205,S205,      2.00,     43.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.21,      0.21,         0,         0,         0,         0,         0
All,pk,drive,2322_003.3,WB,2322_003.3_WB,      4.00,S205,S205,      2.00,     45.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.13,      0.13,         0,         0,         0,         0,         0
All,pk,drive,2322_003.2,WB,2322_003.2_WB,      4.00,S205,S205,      2.00,     47.00,     30.00,      0.45,      0.06,         0,         0,      0.39,         0,         0,      0.15,      0.15,         0,         0,         0,         0,         0
All,pk,drive,2322_003.0,WB,2322_003.0_WB,      4.00,S205,S205,      2.00,     50.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.12,      0.12,         0,         0,         0,         0,         0
All,pk,drive,2322_002.9,WB,2322_002.9_WB,      4.00,S205,S205,      2.00,     51.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.09,      0.05,         0,         0,      0.04,         0,         0
All,pk,drive,2322_002.7,WB,2322_002.7_WB,      4.00,S205,S205,      2.00,     54.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.40,      0.08,         0,         0,      0.32,         0,         0
All,pk,drive,0089_379.5,NB,0089_379.5_NB,      4.00,S205,S205,      2.00,     56.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.05,         0,         0,      0.02,         0,         0
All,pk,drive,0089_379.8,NB,0089_379.8_NB,      4.00,S205,S205,      2.00,     60.00,     30.00,      0.15,         0,         0,         0,         0,         0,      0.15,      0.13,      0.13,         0,         0,         0,         0,         0
All,pk,drive,0089_380.0,NB,0089_380.0_NB,      4.00,S205,S205,      2.00,     61.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,pk,drive,0089_380.3,NB,0089_380.3_NB,      4.00,S205,S205,      2.00,     64.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.17,      0.02,         0,         0,         0,         0,      0.15
All,pk,drive,2354_001.7,WB,2354_001.7_WB,      4.00,S205,S205,      2.00,     75.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,pk,drive,0068_059.5,SB,0068_059.5_SB,      4.00,S205,S205,      2.00,     80.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,pk,drive,2330_001.0,WB,2330_001.0_WB,      4.00,S205,S205,      2.00,     82.00,     30.00,      0.01,         0,         0,         0,         0,      0.01,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,0068_058.7,SB,0068_058.7_SB,      4.00,S205,S205,      2.00,     87.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,         0,         0,      0.01,         0
All,pk,drive,UTA_2009,EB,UTA_2009_EB,      4.00,S209,S209,      1.00,      1.00,     15.00,     21.79,      3.75,         0,         0,         0,     18.04,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,2124_002.1,EB,2124_002.1_EB,      4.00,S209,S209,      1.00,      5.00,     15.00,      0.03,      0.03,         0,         0,         0,         0,         0,      7.68,      0.09,         0,         0,         0,      7.59,         0
All,pk,drive,2124_002.4,EB,2124_002.4_EB,      4.00,S209,S209,      1.00,      7.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      4.06,      0.04,         0,         0,         0,      4.02,         0
All,pk,drive,2124_003.0,EB,2124_003.0_EB,      4.00,S209,S209,      1.00,      8.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.46,      0.02,         0,         0,         0,      1.44,         0
All,pk,drive,0071_013.3,NB,0071_013.3_NB,      4.00,S209,S209,      1.00,     10.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.89,      0.02,         0,         0,         0,      0.87,         0
All,pk,drive,0071_014.1,NB,0071_014.1_NB,      4.00,S209,S209,      1.00,     14.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.45,      0.11,         0,         0,         0,      1.34,         0
All,pk,drive,0071_014.6,NB,0071_014.6_NB,      4.00,S209,S209,      1.00,     18.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      2.47,      0.29,         0,         0,         0,      2.18,         0
All,pk,drive,2180_000.0,NB,2180_000.0_NB,      4.00,S209,S209,      1.00,     21.00,     15.00,     35.42,     35.42,         0,         0,         0,         0,         0,      0.86,      0.26,         0,         0,         0,      0.60,         0
All,pk,drive,2180_000.6,NB,2180_000.6_NB,      4.00,S209,S209,      1.00,     24.00,     15.00,      0.26,      0.26,         0,         0,         0,         0,         0,      0.80,      0.80,         0,         0,         0,         0,         0
All,pk,drive,2180_001.5,NB,2180_001.5_NB,      4.00,S209,S209,      1.00,     27.00,     15.00,      0.13,      0.13,         0,         0,         0,         0,         0,      4.62,      4.62,         0,         0,         0,         0,         0
All,pk,drive,2180_002.4,NB,2180_002.4_NB,      4.00,S209,S209,      1.00,     30.00,     15.00,      0.94,      0.94,         0,         0,         0,         0,         0,      0.90,      0.90,         0,         0,         0,         0,         0
All,pk,drive,2180_003.2,NB,2180_003.2_NB,      4.00,S209,S209,      1.00,     34.00,     15.00,      0.02,         0,         0,         0,         0,      0.02,         0,      1.33,      1.33,         0,         0,         0,         0,         0
All,pk,drive,2180_004.1,NB,2180_004.1_NB,      4.00,S209,S209,      1.00,     39.00,     15.00,      0.57,      0.57,         0,         0,         0,         0,         0,      3.23,      3.23,         0,         0,         0,         0,         0
All,pk,drive,2180_004.7,NB,2180_004.7_NB,      4.00,S209,S209,      1.00,     41.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.37,      0.35,         0,         0,         0,      0.02,         0
All,pk,drive,2180_005.2,NB,2180_005.2_NB,      4.00,S209,S209,      1.00,     43.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.22,      0.22,         0,         0,         0,         0,         0
All,pk,drive,2180_005.8,NB,2180_005.8_NB,      4.00,S209,S209,      1.00,     44.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      5.79,      5.79,         0,         0,         0,         0,         0
All,pk,drive,2180_006.0,NB,2180_006.0_NB,      4.00,S209,S209,      1.00,     45.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.37,      0.37,         0,         0,         0,         0,         0
All,pk,drive,2180_006.3,NB,2180_006.3_NB,      4.00,S209,S209,      1.00,     47.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.43,      0.43,         0,         0,         0,         0,         0
All,pk,drive,2180_006.4,NB,2180_006.4_NB,      4.00,S209,S209,      1.00,     49.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.44,      0.44,         0,         0,         0,         0,         0
All,pk,drive,2180_006.6,NB,2180_006.6_NB,      4.00,S209,S209,      1.00,     51.00,     15.00,      1.51,         0,         0,         0,         0,      1.51,         0,      0.59,      0.59,         0,         0,         0,         0,         0
All,pk,drive,2180_006.7,NB,2180_006.7_NB,      4.00,S209,S209,      1.00,     52.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.44,      0.44,         0,         0,         0,         0,         0
All,pk,drive,2180_006.9,NB,2180_006.9_NB,      4.00,S209,S209,      1.00,     54.00,     15.00,      0.01,      0.01,         0,         0,         0,         0,         0,      0.17,      0.17,         0,         0,         0,         0,         0
All,pk,drive,2180_007.0,NB,2180_007.0_NB,      4.00,S209,S209,      1.00,     55.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.50,      0.50,         0,         0,         0,         0,         0
All,pk,drive,2328_001.9,EB,2328_001.9_EB,      4.00,S209,S209,      1.00,     57.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.54,      0.19,         0,         0,         0,      0.35,         0
All,pk,drive,undefined,WB,undefined,      4.00,S209,S209,      1.00,     66.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.73,      0.17,         0,         0,         0,      0.56,         0
All,pk,drive,2174_000.2,SB,2174_000.2_SB,      4.00,S209,S209,      1.00,     69.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.43,      0.83,         0,         0,         0,      0.60,         0
All,pk,drive,2174_000.0,SB,2174_000.0_SB,      4.00,S209,S209,      1.00,     71.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.28,      0.28,         0,         0,         0,         0,         0
All,pk,drive,2328_001.1,WB,2328_001.1_WB,      4.00,S209,S209,      1.00,     73.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      2.57,      2.57,         0,         0,         0,         0,         0
All,pk,drive,2328_000.9,WB,2328_000.9_WB,      4.00,S209,S209,      1.00,     78.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.48,      1.48,         0,         0,         0,         0,         0
All,pk,drive,2328_000.7,WB,2328_000.7_WB,      4.00,S209,S209,      1.00,     80.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.98,      1.98,         0,         0,         0,         0,         0
All,pk,drive,0186_002.1,SB,0186_002.1_SB,      4.00,S209,S209,      1.00,     82.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      5.60,      5.60,         0,         0,         0,         0,         0
All,pk,drive,0186_002.2,SB,0186_002.2_SB,      4.00,S209,S209,      1.00,     83.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.65,      1.65,         0,         0,         0,         0,         0
All,pk,drive,2322_003.2,WB,2322_003.2_WB,      4.00,S209,S209,      1.00,     85.00,     15.00,      0.80,      0.07,         0,         0,      0.73,         0,         0,      2.55,      2.55,         0,         0,         0,         0,         0
All,pk,drive,2322_003.0,WB,2322_003.0_WB,      4.00,S209,S209,      1.00,     88.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.62,      1.62,         0,         0,         0,         0,         0
All,pk,drive,2322_002.9,WB,2322_002.9_WB,      4.00,S209,S209,      1.00,     89.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.60,      0.52,         0,         0,      0.08,         0,         0
All,pk,drive,2322_002.7,WB,2322_002.7_WB,      4.00,S209,S209,      1.00,     91.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.37,      0.72,         0,         0,      0.65,         0,         0
All,pk,drive,0186_002.2,NB,0186_002.2_NB,      4.00,S209,S209,      2.00,      8.00,     15.00,      0.04,      0.04,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,0186_002.1,NB,0186_002.1_NB,      4.00,S209,S209,      2.00,     11.00,     15.00,      1.82,         0,         0,         0,      1.11,      0.71,         0,      0.27,         0,         0,         0,         0,      0.27,         0
All,pk,drive,2328_000.7,EB,2328_000.7_EB,      4.00,S209,S209,      2.00,     12.00,     15.00,      0.16,      0.16,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,2174_000.0,NB,2174_000.0_NB,      4.00,S209,S209,      2.00,     21.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.39,      0.10,         0,         0,         0,      0.29,         0
All,pk,drive,2174_000.2,NB,2174_000.2_NB,      4.00,S209,S209,      2.00,     24.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.32,      0.01,         0,         0,      0.17,      0.14,         0
All,pk,drive,undefined,SB,undefined,      4.00,S209,S209,      2.00,     33.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.09,      0.04,         0,         0,      0.05,         0,         0
All,pk,drive,2180_006.7,SB,2180_006.7_SB,      4.00,S209,S209,      2.00,     39.00,     15.00,      0.07,      0.07,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,2180_006.4,SB,2180_006.4_SB,      4.00,S209,S209,      2.00,     42.00,     15.00,      0.70,      0.05,         0,         0,         0,      0.65,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,2180_006.0,SB,2180_006.0_SB,      4.00,S209,S209,      2.00,     46.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,pk,drive,2180_005.2,SB,2180_005.2_SB,      4.00,S209,S209,      2.00,     50.00,     15.00,      0.01,      0.01,         0,         0,         0,         0,         0,      0.30,      0.01,         0,         0,      0.05,      0.24,         0
All,pk,drive,2180_004.7,SB,2180_004.7_SB,      4.00,S209,S209,      2.00,     52.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.38,         0,         0,         0,      0.04,      0.34,         0
All,pk,drive,2180_004.1,SB,2180_004.1_SB,      4.00,S209,S209,      2.00,     54.00,     15.00,      0.02,      0.02,         0,         0,         0,         0,         0,      0.19,      0.04,         0,         0,      0.11,      0.04,         0
All,pk,drive,2180_003.2,SB,2180_003.2_SB,      4.00,S209,S209,      2.00,     61.00,     15.00,      0.48,      0.45,         0,         0,         0,      0.03,         0,      0.07,      0.01,         0,         0,         0,      0.06,         0
All,pk,drive,2180_002.4,SB,2180_002.4_SB,      4.00,S209,S209,      2.00,     64.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.12,      0.04,         0,         0,      0.07,      0.01,         0
All,pk,drive,2180_001.5,SB,2180_001.5_SB,      4.00,S209,S209,      2.00,     67.00,     15.00,      0.51,      0.51,         0,         0,         0,         0,         0,      0.29,      0.12,         0,         0,      0.17,         0,         0
All,pk,drive,2180_000.6,SB,2180_000.6_SB,      4.00,S209,S209,      2.00,     70.00,     15.00,      0.16,      0.16,         0,         0,         0,         0,         0,      0.68,      0.30,         0,         0,      0.38,         0,         0
All,pk,drive,2180_000.0,SB,2180_000.0_SB,      4.00,S209,S209,      2.00,     72.00,     15.00,      0.12,      0.12,         0,         0,         0,         0,         0,      0.26,      0.21,         0,         0,      0.05,         0,         0
All,pk,drive,0071_014.6,SB,0071_014.6_SB,      4.00,S209,S209,      2.00,     77.00,     15.00,      1.02,      1.02,         0,         0,         0,         0,         0,      0.28,      0.27,         0,         0,      0.01,         0,         0
All,pk,drive,0071_014.1,SB,0071_014.1_SB,      4.00,S209,S209,      2.00,     79.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.11,      0.11,         0,         0,         0,         0,         0
All,pk,drive,0071_013.3,SB,0071_013.3_SB,      4.00,S209,S209,      2.00,     81.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,pk,drive,2124_003.0,WB,2124_003.0_WB,      4.00,S209,S209,      2.00,     83.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,pk,drive,2124_002.4,WB,2124_002.4_WB,      4.00,S209,S209,      2.00,     86.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.32,      0.32,         0,         0,         0,         0,         0
All,pk,drive,2124_002.1,WB,2124_002.1_WB,      4.00,S209,S209,      2.00,     88.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.52,      0.52,         0,         0,         0,         0,         0
All,pk,drive,2124_001.7,WB,2124_001.7_WB,      4.00,S209,S209,      2.00,     89.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.17,      0.17,         0,         0,         0,         0,         0
All,pk,drive,UTA_2009,WB,UTA_2009_WB,      4.00,S209,S209,      2.00,     91.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.18,      0.18,         0,         0,         0,         0,         0
All,pk,drive,UTA_2007,NB,UTA_2007_NB,      4.00,S213,S213,      1.00,      1.00,     30.00,     10.89,      9.54,         0,         0,         0,      1.35,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,0089_368.0,SB,0089_368.0_SB,      4.00,S213,S213,      1.00,      3.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,pk,drive,2092_000.0,EB,2092_000.0_EB,      4.00,S213,S213,      1.00,      4.00,     30.00,      0.08,      0.08,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,2092_001.0,EB,2092_001.0_EB,      4.00,S213,S213,      1.00,      8.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.28,         0,         0,         0,         0,      0.28,         0
All,pk,drive,2092_001.5,EB,2092_001.5_EB,      4.00,S213,S213,      1.00,     10.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.28,      0.03,         0,         0,         0,      0.25,         0
All,pk,drive,2068_007.5,NB,2068_007.5_NB,      4.00,S213,S213,      1.00,     14.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.86,      0.22,         0,         0,         0,      0.64,         0
All,pk,drive,2068_008.1,NB,2068_008.1_NB,      4.00,S213,S213,      1.00,     18.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.08,      0.08,         0,         0,         0,         0,         0
All,pk,drive,2068_008.5,NB,2068_008.5_NB,      4.00,S213,S213,      1.00,     19.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.26,      0.26,         0,         0,         0,         0,         0
All,pk,drive,2068_008.8,NB,2068_008.8_NB,      4.00,S213,S213,      1.00,     21.00,     30.00,      1.07,      1.07,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,pk,drive,2068_009.1,NB,2068_009.1_NB,      4.00,S213,S213,      1.00,     23.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.02,         0,         0,         0,         0,         0
All,pk,drive,2068_009.3,NB,2068_009.3_NB,      4.00,S213,S213,      1.00,     25.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.11,      0.08,         0,         0,         0,      0.03,         0
All,pk,drive,2068_009.7,NB,2068_009.7_NB,      4.00,S213,S213,      1.00,     28.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.10,      0.10,         0,         0,         0,         0,         0
All,pk,drive,2068_010.4,NB,2068_010.4_NB,      4.00,S213,S213,      1.00,     30.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.32,      0.18,         0,         0,         0,      0.14,         0
All,pk,drive,2076_000.0,NB,2076_000.0_NB,      4.00,S213,S213,      1.00,     33.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,pk,drive,2076_000.4,NB,2076_000.4_NB,      4.00,S213,S213,      1.00,     35.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.07,      0.07,         0,         0,         0,         0,         0
All,pk,drive,2076_001.0,NB,2076_001.0_NB,      4.00,S213,S213,      1.00,     39.00,     30.00,      0.01,      0.01,         0,         0,         0,         0,         0,      0.39,      0.39,         0,         0,         0,         0,         0
All,pk,drive,2076_001.9,NB,2076_001.9_NB,      4.00,S213,S213,      1.00,     42.00,     30.00,      0.06,      0.06,         0,         0,         0,         0,         0,      0.19,      0.19,         0,         0,         0,         0,         0
All,pk,drive,2076_002.8,NB,2076_002.8_NB,      4.00,S213,S213,      1.00,     44.00,     30.00,      1.93,      1.93,         0,         0,         0,         0,         0,      0.12,      0.12,         0,         0,         0,         0,         0
All,pk,drive,2076_003.0,NB,2076_003.0_NB,      4.00,S213,S213,      1.00,     46.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.13,      0.13,         0,         0,         0,         0,         0
All,pk,drive,2076_003.6,NB,2076_003.6_NB,      4.00,S213,S213,      1.00,     48.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,pk,drive,2076_003.7,NB,2076_003.7_NB,      4.00,S213,S213,      1.00,     50.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.03,      0.03,         0,         0,         0,         0,         0
All,pk,drive,2076_004.2,NB,2076_004.2_NB,      4.00,S213,S213,      1.00,     56.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.15,      0.15,         0,         0,         0,         0,         0
All,pk,drive,2076_004.6,NB,2076_004.6_NB,      4.00,S213,S213,      1.00,     57.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,pk,drive,2076_005.1,NB,2076_005.1_NB,      4.00,S213,S213,      1.00,     62.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.53,      0.53,         0,         0,         0,         0,         0
All,pk,drive,2076_006.3,NB,2076_006.3_NB,      4.00,S213,S213,      1.00,     66.00,     30.00,      0.21,      0.21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,2076_006.4,NB,2076_006.4_NB,      4.00,S213,S213,      1.00,     68.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.04,         0,         0,         0,         0,         0
All,pk,drive,2302_000.0,EB,2302_000.0_EB,      4.00,S213,S213,      1.00,     72.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,pk,drive,0282_000.5,EB,0282_000.5_EB,      4.00,S213,S213,      1.00,     75.00,     30.00,      0.36,      0.36,         0,         0,         0,         0,         0,      8.83,      8.83,         0,         0,         0,         0,         0
All,pk,drive,undefined,SB,undefined,      4.00,S213,S213,      1.00,     82.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      1.58,      1.58,         0,         0,         0,         0,         0
All,pk,drive,0282_002.4,SB,0282_002.4_SB,      4.00,S213,S213,      1.00,     92.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,pk,drive,0282_002.4,NB,0282_002.4_NB,      4.00,S213,S213,      1.00,     95.00,     30.00,      0.02,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,undefined,WB,undefined,      4.00,S213,S213,      1.00,    112.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.02,      0.02,         0,         0,         0,         0,         0
All,pk,drive,0282_000.5,WB,0282_000.5_WB,      4.00,S213,S213,      1.00,    114.00,     30.00,      0.10,         0,         0,         0,      0.10,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,2302_000.0,WB,2302_000.0_WB,      4.00,S213,S213,      1.00,    117.00,     30.00,      0.05,         0,         0,         0,         0,      0.05,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,2076_006.9,SB,2076_006.9_SB,      4.00,S213,S213,      1.00,    118.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,         0,      0.01,         0,         0
All,pk,drive,2076_005.7,SB,2076_005.7_SB,      4.00,S213,S213,      1.00,    124.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,         0,         0,      0.01,         0
All,pk,drive,2076_005.1,SB,2076_005.1_SB,      4.00,S213,S213,      1.00,    128.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.02,         0,         0,         0,         0,      0.02,         0
All,pk,drive,2076_004.6,SB,2076_004.6_SB,      4.00,S213,S213,      1.00,    130.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,         0,         0,         0,      0.01,         0,         0
All,pk,drive,2076_004.2,SB,2076_004.2_SB,      4.00,S213,S213,      1.00,    133.00,     30.00,      0.13,      0.13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,pk,drive,2076_003.0,SB,2076_003.0_SB,      4.00,S213,S213,      1.00,    144.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.04,      0.01,         0,         0,         0,      0.03,         0
All,pk,drive,2076_002.8,SB,2076_002.8_SB,      4.00,S213,S213,      1.00,    146.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.06,      0.04,         0,         0,      0.02,         0,         0
All,pk,drive,2076_001.9,SB,2076_001.9_SB,      4.00,S213,S213,      1.00,    148.00,     30.00,      0.18,      0.18,         0,         0,         0,         0,         0,      0.02,      0.01,         0,         0,      0.01,         0,         0
All,pk,drive,2076_001.0,SB,2076_001.0_SB,      4.00,S213,S213,      1.00,    151.00,     30.00,      0.05,      0.05,         0,         0,         0,         0,         0,      0.06,      0.02,         0,         0,      0.04,         0,         0
All,pk,drive,2076_000.4,SB,2076_000.4_SB,      4.00,S213,S213,      1.00,    153.00,     30.00,         0,         0,         0,         0,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0
All,pk,drive,2076_000.0,SB,2076_000.0_SB,      4.00,S213,S213,      1.00,    155.00,     30.00,      0.13,      0.13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
